83	NR_134935	chr6	-	10870941	10946774	10946774	10946774	15	10870941,10878329,10883546,10892642,10893038,10899893,10904216,10910110,10911938,10917028,10921862,10926068,10927104,10938766,10946721,	10872825,10878449,10883678,10892791,10893143,10900066,10904528,10910278,10912110,10917161,10921942,10926190,10927159,10939096,10946774,	0	MAK	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
821	NR_138040	chr6	-	31021734	31030618	31030618	31030618	3	31021734,31028117,31030532,	31022334,31028287,31030618,	0	HCG21	unk	unk	-1,-1,-1,
823	NR_152836	chr6	-	31249490	31262073	31262073	31262073	4	31249490,31250281,31253394,31261781,	31249789,31250312,31253655,31262073,	0	PSORS1C3	unk	unk	-1,-1,-1,-1,
603	NR_152837	chr6_qbl_hap2	-	2391327	2403905	2403905	2403905	6	2391327,2391830,2392118,2392233,2395232,2403613,	2391626,2391863,2392149,2392272,2395493,2403905,	0	PSORS1C3	unk	unk	-1,-1,-1,-1,-1,-1,
821	NM_001297654	chr6	+	30960293	30975912	30964485	30975052	18	30960293,30964443,30964663,30964957,30966728,30967135,30967757,30968051,30968823,30969027,30970261,30971159,30972376,30972769,30973134,30973828,30974643,30974911,	30960466,30964570,30964766,30965186,30966876,30967235,30967944,30968298,30968919,30969179,30970427,30971270,30972621,30972897,30973353,30974063,30974793,30975912,	0	DDR1	cmpl	cmpl	-1,0,1,2,0,1,2,0,1,1,0,1,1,0,2,2,0,0,
198	NM_001350308	chr6	-	131202180	131426155	131220968	131319318	18	131202180,131220963,131226470,131228368,131230291,131232644,131247928,131253126,131257176,131257799,131262323,131263794,131267297,131271653,131289437,131317937,131318826,131425987,	131203431,131221076,131226551,131228467,131230414,131232959,131248101,131253299,131257274,131257952,131262411,131264013,131267373,131271696,131289542,131318150,131319332,131426155,	0	EPB41L2	cmpl	cmpl	-1,0,0,0,0,0,1,2,0,0,2,2,1,0,0,0,0,-1,
198	NM_001350306	chr6	-	131202180	131333316	131220968	131319318	18	131202180,131220963,131226470,131228368,131230291,131232395,131247928,131253126,131257176,131257799,131262323,131263794,131267297,131271653,131289437,131317937,131318826,131333115,	131203431,131221076,131226551,131228467,131230414,131232959,131248101,131253299,131257274,131257952,131262411,131264013,131267373,131271696,131289542,131318150,131319332,131333316,	0	EPB41L2	cmpl	cmpl	-1,0,0,0,0,0,1,2,0,0,2,2,1,0,0,0,0,-1,
173	NR_104424	chr6	-	105282660	105414487	105414487	105414487	26	105282660,105284870,105298727,105299079,105304908,105325760,105326492,105331308,105331580,105331773,105334920,105338653,105338984,105339552,105346071,105350146,105351222,105351496,105365878,105379381,105387609,105397790,105403709,105405474,105406884,105414134,	105284332,105284984,105298798,105299178,105305040,105325957,105326642,105331396,105331678,105331885,105335025,105338741,105339053,105339887,105346222,105350253,105351324,105351593,105365961,105379475,105387741,105397866,105403814,105405564,105406939,105414487,	0	HACE1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
915	NM_199184	chr6	-	43301344	43305189	43301677	43305172	3	43301344,43302042,43304976,	43301859,43302111,43305189,	0	DNPH1	cmpl	cmpl	1,1,0,
888	NM_001351503	chr6	-	39765731	39801177	39767519	39801064	4	39765731,39790445,39796455,39800998,	39767616,39790520,39796565,39801177,	0	KIF6	cmpl	cmpl	2,2,0,0,
157	NR_146749	chr6	-	88280371	88356469	88356469	88356469	21	88280371,88280864,88281393,88283242,88284605,88285066,88285260,88286019,88286616,88287900,88290993,88295978,88297220,88308354,88312052,88315027,88321844,88329138,88330566,88335953,88356137,	88280745,88280936,88281457,88283317,88284701,88285176,88285328,88286144,88286689,88287961,88291089,88296085,88297379,88308431,88312136,88315083,88321942,88329222,88330669,88336027,88356469,	0	RARS2	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
209	NM_001032395	chr6	+	142664748	142809096	142665159	142806345	24	142664748,142672373,142730398,142732999,142744780,142753087,142755777,142756725,142760442,142763314,142764823,142765449,142766631,142768517,142770979,142772703,142774134,142777798,142778625,142780102,142782650,142800263,142801041,142806166,	142665161,142672474,142730740,142733623,142744849,142753173,142755830,142756788,142760585,142763426,142764888,142765660,142766803,142768658,142771099,142772749,142774241,142777926,142778894,142780199,142782934,142800365,142801194,142809096,	0	ADGRG6	cmpl	cmpl	0,2,1,1,1,1,0,2,2,1,2,1,2,0,0,0,1,0,2,1,2,1,1,1,
209	NM_001032394	chr6	+	142664748	142809096	142665159	142806212	25	142664748,142672373,142730398,142732999,142744780,142753087,142755777,142756725,142760442,142763314,142764823,142765449,142766631,142768517,142770979,142772703,142774134,142777798,142778625,142780102,142782650,142800263,142801041,142803737,142806166,	142665161,142672474,142730740,142733623,142744849,142753173,142755830,142756788,142760585,142763426,142764888,142765660,142766803,142768658,142771099,142772749,142774241,142777926,142778894,142780199,142782934,142800365,142801194,142803783,142809096,	0	ADGRG6	cmpl	cmpl	0,2,1,1,1,1,0,2,2,1,2,1,2,0,0,0,1,0,2,1,2,1,1,1,2,
823	NR_152838	chr6	-	31249490	31262073	31262073	31262073	4	31249490,31251444,31253394,31261781,	31249789,31251711,31253655,31262073,	0	PSORS1C3	unk	unk	-1,-1,-1,-1,
604	NR_152839	chr6_cox_hap1	-	2592788	2605382	2605382	2605382	3	2592788,2596693,2605090,	2593087,2596954,2605382,	0	PSORS1C3	unk	unk	-1,-1,-1,
603	NR_152839	chr6_qbl_hap2	-	2391327	2403905	2403905	2403905	3	2391327,2395232,2403613,	2391626,2395493,2403905,	0	PSORS1C3	unk	unk	-1,-1,-1,
1521	NM_001243094	chr6	+	122762394	122783254	122762581	122783078	7	122762394,122775216,122775480,122776368,122779064,122782011,122782978,	122762674,122775325,122775608,122776493,122779140,122782073,122783254,	0	HSF2	cmpl	cmpl	0,0,1,0,2,0,2,
608	NM_080702	chr6_cox_hap1	-	3052922	3066603	3053029	3065666	25	3052922,3053399,3054098,3054284,3054544,3054691,3055003,3055219,3055438,3055675,3056011,3056728,3057791,3057983,3058426,3058847,3059308,3060295,3061492,3062579,3062813,3063101,3063412,3065558,3066326,	3053125,3053546,3054206,3054428,3054604,3054838,3055128,3055322,3055492,3055845,3056303,3057015,3057879,3058096,3058504,3059100,3059506,3060425,3061728,3062654,3062867,3063298,3063530,3065679,3066603,	0	BAG6	cmpl	cmpl	0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,-1,
606	NM_080702	chr6_qbl_hap2	-	2854383	2868062	2854490	2867117	25	2854383,2854860,2855559,2855745,2856005,2856152,2856464,2856680,2856899,2857136,2857472,2858189,2859253,2859445,2859888,2860309,2860770,2861757,2862953,2864040,2864274,2864562,2864873,2867009,2867785,	2854586,2855007,2855667,2855889,2856065,2856299,2856589,2856783,2856953,2857306,2857764,2858476,2859341,2859558,2859966,2860562,2860968,2861887,2863189,2864115,2864328,2864759,2864991,2867130,2868062,	0	BAG6	cmpl	cmpl	0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,2,0,0,0,1,0,0,-1,
792	NM_021058	chr6	-	27208073	27208554	27208127	27208508	1	27208073,	27208554,	0	HIST1H2BJ	cmpl	cmpl	0,
846	NM_145901	chr6	+	34312627	34321986	34316535	34320639	5	34312627,34316491,34318466,34319222,34320585,	34313072,34316670,34318550,34319273,34321986,	0	HMGA1	cmpl	cmpl	-1,0,0,0,0,
846	NM_145903	chr6	+	34312554	34321986	34316535	34320639	5	34312554,34316491,34318466,34319222,34320585,	34312718,34316637,34318550,34319273,34321986,	0	HMGA1	cmpl	cmpl	-1,0,0,0,0,
846	NM_145902	chr6	+	34312627	34321986	34316535	34320639	5	34312627,34316491,34318466,34319222,34320585,	34313072,34316637,34318550,34319273,34321986,	0	HMGA1	cmpl	cmpl	-1,0,0,0,0,
1021	NM_001278667	chr6	-	57159750	57195071	57163217	57183137	7	57159750,57166598,57167526,57169206,57180384,57182982,57194779,	57163357,57166691,57167609,57169363,57180470,57183202,57195071,	0	RAB23	cmpl	cmpl	1,1,2,1,2,0,-1,
1610	NM_145176	chr6	-	134350411	134415482	134353985	134415311	5	134350411,134364827,134369642,134391211,134415208,	134354139,134364960,134369765,134392552,134415482,	0	SLC2A12	cmpl	cmpl	2,1,1,1,0,
1021	NM_001278668	chr6	-	57159750	57194218	57163217	57183137	7	57159750,57166598,57167526,57169206,57180384,57182982,57194099,	57163357,57166691,57167609,57169363,57180470,57183202,57194218,	0	RAB23	cmpl	cmpl	1,1,2,1,2,0,-1,
720	NM_001278209	chr6	-	17723244	17815044	17724306	17814597	23	17723244,17724736,17732770,17734017,17736864,17740859,17745362,17748148,17754276,17756016,17757372,17760043,17769862,17770227,17773448,17777184,17777502,17777639,17783114,17783438,17783731,17796605,17814486,	17724391,17724905,17733043,17734374,17737749,17741054,17745980,17748274,17754364,17756115,17757510,17760136,17769989,17770280,17773595,17777238,17777547,17777756,17783243,17783578,17783980,17796828,17815044,	0	NUP153	cmpl	cmpl	2,1,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,
1877	NR_134621	chr6	+	169355231	169381582	169381582	169381582	3	169355231,169356193,169381244,	169355598,169356507,169381582,	0	LOC101929523	unk	unk	-1,-1,-1,
837	NM_001199455	chr6	+	33047349	33057260	33048653	33056473	13	33047349,33050216,33051138,33051785,33052004,33052316,33053196,33053511,33053880,33054844,33055582,33056096,33056336,	33048682,33050520,33051276,33051924,33052219,33052691,33053325,33053760,33054143,33054949,33055887,33056219,33057260,	0	BRD2	cmpl	cmpl	0,2,0,0,1,0,0,0,0,2,2,1,1,
608	NR_033488	chr6_cox_hap1	-	3100851	3116975	3116975	3116975	20	3100851,3101400,3101544,3101726,3101943,3102151,3102625,3102917,3103483,3103980,3104441,3105481,3105706,3106929,3107261,3110849,3114845,3115177,3115975,3116513,	3101198,3101447,3101643,3101803,3102006,3102208,3102689,3103022,3103607,3104030,3104505,3105583,3105821,3107052,3107335,3110935,3114932,3115244,3116032,3116975,	0	ABHD16A	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
600	NM_001109938	chr6_cox_hap1	+	2063373	2069537	2063566	2069242	6	2063373,2065892,2067328,2067600,2068974,2069128,	2063638,2066294,2067417,2067801,2069044,2069537,	0	C6orf136	cmpl	cmpl	0,0,0,2,2,0,
607	NR_033488	chr6_qbl_hap2	-	2902315	2918448	2918448	2918448	20	2902315,2902864,2903008,2903190,2903407,2903615,2904089,2904381,2904947,2905444,2905905,2906945,2907170,2908393,2908725,2912321,2916318,2916650,2917448,2917986,	2902662,2902911,2903107,2903267,2903470,2903672,2904153,2904486,2905071,2905494,2905969,2907047,2907285,2908516,2908799,2912407,2916405,2916717,2917505,2918448,	0	ABHD16A	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
988	NM_001363542	chr6	-	52869395	52882455	52869562	52875224	6	52869395,52870581,52872690,52875102,52876432,52882397,	52869685,52870713,52872832,52875235,52876484,52882455,	0	GSTA3	cmpl	cmpl	0,0,2,0,-1,-1,
98	NM_007047	chr6	+	26473365	26486527	26476389	26482574	11	26473365,26476196,26476384,26476771,26478528,26481103,26481482,26481593,26482533,26482977,26484003,	26473559,26476257,26476474,26477119,26478810,26481304,26481503,26481620,26482580,26483005,26486527,	0	BTN3A2	cmpl	cmpl	-1,-1,0,1,1,1,1,1,1,-1,-1,
836	NM_148919	chr6	-	32916471	32919794	32916713	32919751	6	32916471,32917285,32917888,32918426,32918696,32919604,	32916802,32917490,32918018,32918538,32918844,32919794,	0	PSMB8	cmpl	cmpl	1,0,2,1,0,0,
616	NM_148919	chr6_cox_hap1	-	4189348	4192671	4189590	4192628	6	4189348,4190162,4190765,4191303,4191573,4192481,	4189679,4190367,4190895,4191415,4191721,4192671,	0	PSMB8	cmpl	cmpl	1,0,2,1,0,0,
615	NM_148919	chr6_qbl_hap2	-	3994547	3997870	3994789	3997827	6	3994547,3995361,3995964,3996502,3996772,3997680,	3994878,3995566,3996094,3996614,3996920,3997870,	0	PSMB8	cmpl	cmpl	1,0,2,1,0,0,
1707	NR_003954	chr6	-	147164497	147166653	147166653	147166653	1	147164497,	147166653,	0	KATNBL1P6	unk	unk	-1,
177	NM_001350658	chr6	+	109522517	109595022	109573117	109590866	13	109522517,109557199,109568316,109573114,109574653,109578013,109581728,109583125,109583686,109586920,109587164,109588467,109590644,	109523471,109557388,109568571,109573277,109574833,109578135,109581845,109583203,109583773,109587049,109587358,109588612,109595022,	0	CEP57L1	cmpl	cmpl	-1,-1,-1,0,1,1,0,0,0,0,0,2,0,
913	NR_134892	chr6	+	43004845	43039596	43039596	43039596	5	43004845,43037927,43038477,43039043,43039250,	43005437,43038055,43038594,43039165,43039596,	0	CNPY3-GNMT	unk	unk	-1,-1,-1,-1,-1,
1151	NR_132981	chr6	-	74284688	74284882	74284882	74284882	2	74284688,74284797,	74284708,74284882,	0	SNORD141B	unk	unk	-1,-1,
1151	NR_132980	chr6	-	74284688	74284882	74284882	74284882	2	74284688,74284797,	74284708,74284882,	0	SNORD141A	unk	unk	-1,-1,
913	NR_134890	chr6	+	43004845	43039596	43039596	43039596	5	43004845,43011289,43038477,43039043,43039250,	43005437,43011386,43038594,43039165,43039596,	0	CNPY3-GNMT	unk	unk	-1,-1,-1,-1,-1,
913	NR_134891	chr6	+	43004845	43039596	43039596	43039596	4	43004845,43038477,43039043,43039250,	43005437,43038594,43039165,43039596,	0	CNPY3-GNMT	unk	unk	-1,-1,-1,-1,
1731	NM_001243328	chr6	-	150246203	150258888	150247316	150253730	5	150246203,150252176,150252713,150253645,150258674,	150247333,150252452,150252974,150253863,150258888,	0	RAET1E	cmpl	cmpl	1,1,1,0,-1,
943	NM_001098518	chr6	-	46928203	46997673	46929687	46982458	21	46928203,46931669,46932413,46932562,46933824,46936410,46938583,46940737,46942620,46944578,46947538,46953897,46955513,46957150,46957744,46959254,46959790,46964030,46975724,46982356,46997408,	46929767,46931754,46932473,46932604,46935219,46936590,46938792,46940893,46942833,46944788,46947709,46954101,46955735,46957293,46957803,46959361,46959967,46964201,46975779,46982482,46997673,	0	ADGRF5	cmpl	cmpl	1,0,0,0,0,0,1,1,1,1,1,1,1,2,0,1,1,1,0,0,-1,
89	NM_001363533	chr6	+	17501714	17666002	17529765	17664652	10	17501714,17529764,17534799,17571205,17647478,17649182,17651046,17651270,17659673,17664568,	17501956,17529886,17534900,17571283,17647668,17649358,17651170,17651353,17659814,17666002,	0	CAP2	cmpl	cmpl	-1,0,1,0,0,1,0,1,0,0,
89	NM_001363534	chr6	+	17501714	17666002	17529765	17664652	12	17501714,17529764,17534799,17615378,17615850,17622058,17647478,17649182,17651046,17651270,17659673,17664568,	17501956,17529886,17534900,17615522,17615936,17622164,17647668,17649358,17651170,17651353,17659814,17666002,	0	CAP2	cmpl	cmpl	-1,0,1,0,0,2,0,1,0,1,0,0,
99	NR_144687	chr6	-	27479769	27548876	27548876	27548876	9	27479769,27482863,27483475,27486023,27532583,27533040,27543610,27548045,27548730,	27482630,27482940,27483612,27486094,27532679,27533167,27543678,27548191,27548876,	0	ZNF184	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
99	NR_144688	chr6	-	27479769	27548876	27548876	27548876	9	27479769,27482863,27483475,27486023,27532583,27533040,27543610,27548045,27548730,	27482415,27482940,27483612,27486094,27532679,27533167,27543678,27548191,27548876,	0	ZNF184	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,
919	NM_001287044	chr6	+	43847699	43862201	43850073	43860277	7	43847699,43850055,43853183,43854174,43854603,43857670,43860255,	43847816,43850107,43853380,43854251,43854633,43857802,43862201,	0	VEGFA	cmpl	cmpl	-1,0,1,0,2,2,2,
153	NM_138409	chr6	+	84800096	84857324	84821756	84855919	4	84800096,84821749,84829330,84855528,	84800321,84821883,84829430,84857324,	0	MRAP2	cmpl	cmpl	-1,0,1,2,
1434	NM_138408	chr6	+	111386455	111395784	111386665	111395686	6	111386455,111387067,111388309,111388467,111390287,111395405,	111386722,111387148,111388373,111388512,111390401,111395784,	0	GTF3C6	cmpl	cmpl	0,0,0,1,1,1,
1347	NM_017421	chr6	-	99924068	99948803	99924196	99948776	7	99924068,99926024,99930536,99931982,99934785,99938294,99948670,	99924417,99926184,99930779,99932082,99934938,99938421,99948803,	0	COQ3	cmpl	cmpl	1,0,0,2,2,1,0,
913	NM_001318848	chr6	+	43004845	43012078	43005286	43011470	3	43004845,43010190,43011289,	43005437,43010314,43012078,	0	CNPY3	cmpl	cmpl	0,1,2,
665	NR_132993	chr6	+	10542547	10564998	10564998	10564998	4	10542547,10560121,10560966,10564654,	10542623,10560275,10561046,10564998,	0	MIR5689HG	unk	unk	-1,-1,-1,-1,
913	NM_001318847	chr6	+	43004845	43012078	43005286	43011303	4	43004845,43010190,43011127,43011289,	43005437,43010314,43011189,43012078,	0	CNPY3	cmpl	cmpl	0,1,2,1,
192	NM_152553	chr6	+	125346208	125455479	125372121	125445742	9	125346208,125359419,125372018,125408055,125420786,125439501,125444280,125445293,125445708,	125346366,125359500,125372127,125408289,125420951,125439703,125444352,125445408,125455479,	0	RNF217	cmpl	cmpl	-1,-1,0,0,0,0,1,1,2,
642	NM_152551	chr6	+	7535430	7557199	7535489	7554105	9	7535430,7538965,7539330,7540258,7546567,7547854,7550629,7551262,7554056,	7535645,7539079,7539391,7540333,7546756,7547976,7550718,7551427,7557199,	0	SNRNP48	cmpl	cmpl	0,0,0,1,1,1,0,2,2,
1730	NM_198887	chr6	-	150087144	150109401	150089797	150109324	8	150087144,150094441,150099299,150101471,150105218,150106466,150108768,150109204,	150090027,150094564,150099451,150101607,150105399,150106544,150108891,150109401,	0	NUP43	cmpl	cmpl	1,1,2,1,0,0,0,0,
861	NR_072996	chr6	+	36206238	36220279	36220279	36220279	10	36206238,36207025,36208375,36211507,36211773,36212238,36212410,36214456,36214633,36215048,	36206456,36207155,36208434,36211616,36211803,36212286,36212525,36214535,36214810,36220279,	0	MAPK13	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
1881	NM_001278533	chr6	+	169893642	169923605	169893678	169923534	17	169893642,169895884,169897303,169898358,169898739,169900988,169901858,169902662,169904449,169908658,169910123,169911560,169915339,169917290,169917960,169921202,169923350,	169893684,169896053,169897443,169898460,169898829,169901086,169901995,169902777,169904552,169908688,169910192,169911734,169915423,169917367,169918086,169921316,169923605,	0	ERMARD	cmpl	cmpl	0,0,1,0,0,0,2,1,2,0,0,0,0,0,2,2,2,
19	NM_198568	chr6	-	88049415	88095715	88050677	88051349	3	88049415,88089302,88095574,	88051376,88089480,88095715,	0	GJB7	cmpl	cmpl	0,-1,-1,
1700	NM_001348092	chr6	-	146160964	146177614	146162934	146169234	3	146160964,146167200,146177520,	146163138,146169250,146177614,	0	FBXO30	cmpl	cmpl	0,0,-1,
613	NM_001243965	chr6_qbl_hap2	-	3738547	3751959	3738869	3751865	6	3738547,3739671,3740170,3740979,3743501,3751765,	3738883,3739695,3740281,3741261,3743771,3751959,	0	HLA-DRB1	cmpl	cmpl	1,1,1,1,1,0,
615	NM_001243965	chr6_cox_hap1	-	3934658	3948060	3934980	3947966	6	3934658,3935782,3936281,3937090,3939602,3947866,	3934994,3935806,3936392,3937372,3939872,3948060,	0	HLA-DRB1	cmpl	cmpl	1,1,1,1,1,0,
613	NM_001243965	chr6_qbl_hap2	-	3674895	3688020	3675214	3687925	7	3674895,3676027,3676524,3677319,3679903,3680159,3687825,	3675228,3676051,3676635,3677601,3680151,3680173,3688020,	0	HLA-DRB1	cmpl	cmpl	1,1,1,1,2,1,0,
187	NR_134600	chr6	+	119912671	120207929	120207929	120207929	4	119912671,119913093,120205910,120207411,	119912757,119913259,120205952,120207929,	0	LOC105377975	unk	unk	-1,-1,-1,-1,
1489	NR_134601	chr6	+	118513758	118523328	118523328	118523328	3	118513758,118522229,118523144,	118513898,118522311,118523328,	0	LOC105377967	unk	unk	-1,-1,-1,
585	NR_134591	chr6_random	+	117314	130839	130839	130839	4	117314,126507,127426,130579,	117371,126655,127590,130839,	0	LOC105378127	unk	unk	-1,-1,-1,-1,
1862	NR_134592	chr6	-	167498826	167503458	167503458	167503458	3	167498826,167499711,167503408,	167499100,167499901,167503458,	0	LOC105378123	unk	unk	-1,-1,-1,
1806	NR_134864	chr6	+	160130833	160139451	160139451	160139451	4	160130833,160131961,160138308,160139073,	160130910,160132148,160138540,160139451,	0	MRPL18	unk	unk	-1,-1,-1,-1,
1806	NR_134865	chr6	+	160130888	160139451	160139451	160139451	4	160130888,160131961,160138308,160139073,	160131082,160132148,160138391,160139451,	0	MRPL18	unk	unk	-1,-1,-1,-1,
626	NR_125848	chr6	-	5397699	5403307	5403307	5403307	2	5397699,5403125,	5397989,5403307,	0	LOC101927972	unk	unk	-1,-1,
626	NR_125847	chr6	-	5397699	5403307	5403307	5403307	3	5397699,5402184,5403125,	5397989,5402257,5403307,	0	LOC101927972	unk	unk	-1,-1,-1,
822	NR_145427	chr6	+	31129205	31135634	31135634	31135634	4	31129205,31129855,31131973,31135163,	31129287,31130272,31132666,31135634,	0	HCG22	unk	unk	-1,-1,-1,-1,
